subj_id,Status,Started.at,Completed.at,Reviewed.at,Archived.at,Time.taken,Completion.code,Total.approvals,Age,Sex,Ethnicity.simplified,Country.of.birth,Ethnicity,Nationality,Language,Student.status,Employment.status
234369,APPROVED,2022-11-17T16:16:23.948000Z,2022-11-17T16:30:15.548000Z,2022-11-17T16:45:53.165000,2022-11-17T16:30:15.871585Z,832,3092805E,522,37,Female,White,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,DATA_EXPIRED
234373,APPROVED,2022-11-17T16:19:14.082000Z,2022-11-17T16:33:04.319000Z,2022-11-17T16:45:53.255000,2022-11-17T16:33:04.717647Z,831,3092805E,174,29,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Part-Time
234377,APPROVED,2022-11-17T16:22:05.932000Z,2022-11-17T16:34:59.168000Z,2022-11-17T16:45:53.345000,2022-11-17T16:34:59.522801Z,774,3092805E,172,38,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,DATA_EXPIRED
234381,APPROVED,2022-11-17T16:26:00.890000Z,2022-11-17T16:38:11.660000Z,2022-11-17T16:45:53.433000,2022-11-17T16:38:11.987701Z,731,3092805E,233,25,Male,White,United Kingdom,United Kingdom,Ireland,English,DATA_EXPIRED,DATA_EXPIRED
234382,APPROVED,2022-11-17T16:28:16.620000Z,2022-11-17T16:41:15.095000Z,2022-11-17T16:45:53.525000,2022-11-17T16:41:15.679845Z,779,3092805E,193,26,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
234390,APPROVED,2022-11-17T16:45:16.034000Z,2022-11-17T16:58:56.298000Z,2022-11-17T19:11:16.953000,2022-11-17T16:58:56.790369Z,821,3092805E,104,26,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
234389,APPROVED,2022-11-17T16:45:17.096000Z,2022-11-17T16:58:17.104000Z,2022-11-17T19:11:17.054000,2022-11-17T16:58:17.458833Z,781,3092805E,49,28,Male,Mixed,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
234395,APPROVED,2022-11-17T16:47:56.396000Z,2022-11-17T17:04:09.446000Z,2022-11-17T19:11:17.155000,2022-11-17T17:04:09.749865Z,974,3092805E,321,38,Female,White,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,DATA_EXPIRED
234392,APPROVED,2022-11-17T16:45:39.098000Z,2022-11-17T16:56:08.050000Z,2022-11-17T19:11:17.249000,2022-11-17T16:56:08.445590Z,629,3092805E,509,30,Female,White,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,DATA_EXPIRED
234391,APPROVED,2022-11-17T16:45:36.087000Z,2022-11-17T17:02:49.062000Z,2022-11-17T19:11:17.344000,2022-11-17T17:02:49.493735Z,1033,3092805E,929,37,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Part-Time
234394,APPROVED,2022-11-17T16:45:48.689000Z,2022-11-17T17:04:17.685000Z,2022-11-17T19:11:17.441000,2022-11-17T17:04:18.522304Z,1109,3092805E,412,34,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Part-Time
234393,APPROVED,2022-11-17T16:45:52.988000Z,2022-11-17T17:00:27.933000Z,2022-11-17T19:11:17.534000,2022-11-17T17:00:28.345314Z,875,3092805E,360,28,Female,Black,United Kingdom,United Kingdom,United Kingdom,English,Yes,Part-Time
234420,APPROVED,2022-11-17T17:36:10.031000Z,2022-11-17T17:47:36.896000Z,2022-11-17T19:11:17.631000,2022-11-17T17:47:37.938385Z,687,3092805E,591,32,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
234424,APPROVED,2022-11-17T17:36:19.950000Z,2022-11-17T17:48:20.816000Z,2022-11-17T19:11:17.729000,2022-11-17T17:48:21.171802Z,721,3092805E,1131,37,Female,White,United Kingdom,United Kingdom,United Kingdom,English,Yes,Part-Time
234422,APPROVED,2022-11-17T17:36:15.553000Z,2022-11-17T17:48:47.961000Z,2022-11-17T19:11:17.822000,2022-11-17T17:48:48.314373Z,753,3092805E,472,39,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Part-Time
234426,APPROVED,2022-11-17T17:36:22.788000Z,2022-11-17T17:51:57.567000Z,2022-11-17T19:11:17.919000,2022-11-17T17:51:57.931990Z,935,3092805E,125,21,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Unemployed (and job seeking)
234423,APPROVED,2022-11-17T17:36:18.589000Z,2022-11-17T17:47:34.556000Z,2022-11-17T19:11:18.020000,2022-11-17T17:47:35.449601Z,676,3092805E,581,29,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,DATA_EXPIRED
234427,APPROVED,2022-11-17T17:36:27.095000Z,2022-11-17T17:52:21.998000Z,2022-11-17T19:11:18.117000,2022-11-17T17:52:23.094401Z,955,3092805E,213,35,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
234429,APPROVED,2022-11-17T17:38:35.228000Z,2022-11-17T17:51:52.095000Z,2022-11-17T19:11:18.213000,2022-11-17T17:51:52.502847Z,797,3092805E,299,20,Female,White,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,DATA_EXPIRED
234449,APPROVED,2022-11-17T18:17:05.051000Z,2022-11-17T18:29:25.725000Z,2022-11-17T19:11:18.307000,2022-11-17T18:29:26.357051Z,741,3092805E,369,20,Female,Mixed,United Kingdom,United Kingdom,United Kingdom,English,Yes,Part-Time
234456,APPROVED,2022-11-17T18:17:52.931000Z,2022-11-17T18:38:42.661000Z,2022-11-17T19:11:18.405000,2022-11-17T18:38:43.063734Z,1250,3092805E,62,26,Male,Black,Nigeria,United Kingdom,Nigeria,English,No,Part-Time
234440,APPROVED,2022-11-17T18:16:52.885000Z,2022-11-17T18:32:59.085000Z,2022-11-17T19:11:18.501000,2022-11-17T18:32:59.431837Z,967,3092805E,1282,31,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
234446,APPROVED,2022-11-17T18:17:00.353000Z,2022-11-17T18:31:34.495000Z,2022-11-17T19:11:18.600000,2022-11-17T18:31:34.874313Z,875,3092805E,134,19,Male,Asian,United Kingdom,United Kingdom,United Kingdom,English,Yes,Unemployed (and job seeking)
234443,APPROVED,2022-11-17T18:16:56.842000Z,2022-11-17T18:35:26.390000Z,2022-11-17T19:11:18.700000,2022-11-17T18:35:26.813590Z,1110,3092805E,25,39,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Part-Time
234445,APPROVED,2022-11-17T18:16:58.210000Z,2022-11-17T18:32:36.845000Z,2022-11-17T19:11:18.797000,2022-11-17T18:32:37.247114Z,939,3092805E,651,38,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
234441,APPROVED,2022-11-17T18:16:54.411000Z,2022-11-17T18:25:51.483000Z,2022-11-17T19:11:18.894000,2022-11-17T18:25:52.029248Z,538,3092805E,65,28,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Part-Time
234444,APPROVED,2022-11-17T18:16:58.742000Z,2022-11-17T18:37:13.077000Z,2022-11-17T19:11:18.989000,2022-11-17T18:37:13.413717Z,1215,3092805E,699,35,Male,Black,Saint Vincent and the Grenadines,United Kingdom,Saint Vincent and the Grenadines,English,No,Full-Time
234452,APPROVED,2022-11-17T18:16:56.157000Z,2022-11-17T18:30:22.158000Z,2022-11-17T19:11:19.088000,2022-11-17T18:30:22.582732Z,807,3092805E,747,33,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
234468,APPROVED,2022-11-17T18:21:55.508000Z,2022-11-17T18:54:22.126000Z,2022-11-17T19:11:19.183000,2022-11-17T18:54:23.464745Z,1947,3092805E,708,37,Male,White,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,DATA_EXPIRED
234448,APPROVED,2022-11-17T18:17:03.095000Z,2022-11-17T18:30:07.740000Z,2022-11-17T19:11:19.277000,2022-11-17T18:30:08.095567Z,785,3092805E,643,39,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
234459,APPROVED,2022-11-17T18:19:52.434000Z,2022-11-17T18:41:34.831000Z,2022-11-17T19:11:19.373000,2022-11-17T18:41:36.084814Z,1303,3092805E,736,38,Female,Mixed,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,DATA_EXPIRED
234454,APPROVED,2022-11-17T18:18:43.618000Z,2022-11-17T18:35:01.104000Z,2022-11-17T19:11:19.469000,2022-11-17T18:35:01.407826Z,978,3092805E,179,33,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
234460,APPROVED,2022-11-17T18:27:19.786000Z,2022-11-17T18:43:18.323000Z,2022-11-17T19:11:19.568000,2022-11-17T18:43:18.991719Z,959,3092805E,92,24,Male,Mixed,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
234467,APPROVED,2022-11-17T18:34:30.223000Z,2022-11-17T18:46:13.776000Z,2022-11-17T19:11:19.665000,2022-11-17T18:46:14.168312Z,704,3092805E,195,30,Female,Mixed,United Kingdom,United Kingdom,United Kingdom,English,Yes,"Not in paid work (e.g. homemaker', 'retired or disabled)"
234479,APPROVED,2022-11-17T19:20:32.742000Z,2022-11-17T19:43:38.253000Z,2022-11-18T07:18:21.068000,2022-11-17T19:43:38.600735Z,1386,3092805E,494,34,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,DATA_EXPIRED
234473,APPROVED,2022-11-17T19:21:45.848000Z,2022-11-17T19:37:49.965000Z,2022-11-18T07:18:21.175000,2022-11-17T19:37:51.229180Z,965,3092805E,148,36,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
234477,APPROVED,2022-11-17T19:26:56.652000Z,2022-11-17T19:40:30.619000Z,2022-11-18T07:18:21.273000,2022-11-17T19:40:30.983794Z,814,3092805E,810,26,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Unemployed (and job seeking)
234478,APPROVED,2022-11-17T19:28:11.291000Z,2022-11-17T19:48:03.498000Z,2022-11-18T07:18:21.383000,2022-11-17T19:48:08.067657Z,1193,3092805E,248,34,Male,Black,Nigeria,United Kingdom,Nigeria,English,DATA_EXPIRED,DATA_EXPIRED
234480,APPROVED,2022-11-17T19:28:54.325000Z,2022-11-17T19:45:08.707000Z,2022-11-18T07:18:21.487000,2022-11-17T19:45:09.037141Z,975,3092805E,90,34,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Part-Time
234494,APPROVED,2022-11-17T19:37:50.800000Z,2022-11-17T19:55:07.955000Z,2022-11-18T07:18:21.588000,2022-11-17T19:55:08.455716Z,1038,3092805E,802,40,Female,White,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,DATA_EXPIRED
234481,APPROVED,2022-11-17T19:29:38.617000Z,2022-11-17T19:42:55.883000Z,2022-11-18T07:18:21.693000,2022-11-17T19:42:56.239209Z,798,3092805E,357,37,Female,Mixed,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,DATA_EXPIRED
234482,APPROVED,2022-11-17T19:30:12.320000Z,2022-11-17T19:44:18.257000Z,2022-11-18T07:18:21.791000,2022-11-17T19:44:18.657007Z,846,3092805E,20,23,Female,Asian,United Kingdom,United Kingdom,United Kingdom,English,No,DATA_EXPIRED
234483,APPROVED,2022-11-17T19:30:16.954000Z,2022-11-17T19:43:05.350000Z,2022-11-18T07:18:21.888000,2022-11-17T19:43:05.749026Z,769,3092805E,808,35,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
234485,APPROVED,2022-11-17T19:31:46.243000Z,2022-11-17T19:44:27.561000Z,2022-11-18T07:18:21.984000,2022-11-17T19:44:27.975859Z,762,3092805E,84,21,Female,White,United Kingdom,United Kingdom,United Kingdom,English,Yes,Part-Time
234487,APPROVED,2022-11-17T19:31:47.260000Z,2022-11-17T19:46:41.591000Z,2022-11-18T07:18:22.083000,2022-11-17T19:46:42.142572Z,895,3092805E,405,21,Female,White,United Kingdom,United Kingdom,United Kingdom,English,Yes,Due to start a new job within the next month
234489,APPROVED,2022-11-17T19:32:30.376000Z,2022-11-17T19:46:46.656000Z,2022-11-18T07:18:22.179000,2022-11-17T19:46:47.057451Z,857,3092805E,634,39,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,DATA_EXPIRED
234488,APPROVED,2022-11-17T19:32:33.176000Z,2022-11-17T19:42:46.341000Z,2022-11-18T07:18:22.274000,2022-11-17T19:42:46.723637Z,614,3092805E,261,22,Male,White,United Kingdom,United Kingdom,United Kingdom,English,Yes,Part-Time
234490,APPROVED,2022-11-17T19:34:19.355000Z,2022-11-17T19:50:00.348000Z,2022-11-18T07:18:22.375000,2022-11-17T19:50:00.800614Z,941,3092805E,143,22,Male,Black,United Kingdom,United Kingdom,United Kingdom,English,Yes,Unemployed (and job seeking)
234496,APPROVED,2022-11-17T19:41:28.642000Z,2022-11-17T19:54:36.123000Z,2022-11-18T07:18:22.477000,2022-11-17T19:54:36.576119Z,788,3092805E,130,28,Female,White,United Kingdom,United Kingdom,United Kingdom,English,Yes,Part-Time
234577,APPROVED,2022-11-18T07:19:57.695000Z,2022-11-18T07:34:33.295000Z,2022-11-18T10:18:47.134000,2022-11-18T07:34:33.674343Z,876,3092805E,660,27,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,DATA_EXPIRED
234589,APPROVED,2022-11-18T07:19:22.872000Z,2022-11-18T07:37:36.427000Z,2022-11-18T10:18:47.234000,2022-11-18T07:37:36.833049Z,1094,3092805E,2,30,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
234590,APPROVED,2022-11-18T07:26:21.620000Z,2022-11-18T07:43:14.527000Z,2022-11-18T10:18:47.326000,2022-11-18T07:43:14.897118Z,1013,3092805E,646,34,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
234576,APPROVED,2022-11-18T07:19:33.943000Z,2022-11-18T07:30:25.552000Z,2022-11-18T10:18:47.421000,2022-11-18T07:30:25.929588Z,652,3092805E,637,34,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
234582,APPROVED,2022-11-18T07:20:35.422000Z,2022-11-18T07:34:24.885000Z,2022-11-18T10:18:47.517000,2022-11-18T07:34:25.248485Z,830,3092805E,392,27,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
234575,APPROVED,2022-11-18T07:19:52.465000Z,2022-11-18T07:31:20.006000Z,2022-11-18T10:18:47.612000,2022-11-18T07:31:20.349701Z,688,3092805E,103,21,Male,White,Germany,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
234581,APPROVED,2022-11-18T07:20:14.307000Z,2022-11-18T07:33:21.425000Z,2022-11-18T10:18:47.708000,2022-11-18T07:33:21.780905Z,788,3092805E,2519,33,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
234592,APPROVED,2022-11-18T07:20:52.478000Z,2022-11-18T07:49:14.029000Z,2022-11-18T10:18:47.803000,2022-11-18T07:49:14.390530Z,1702,3092805E,200,33,Male,Other,United Kingdom,United Kingdom,United Kingdom,English,Yes,DATA_EXPIRED
234578,APPROVED,2022-11-18T07:20:13.067000Z,2022-11-18T07:39:25.438000Z,2022-11-18T10:18:47.903000,2022-11-18T07:39:25.765040Z,1153,3092805E,352,21,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
234579,APPROVED,2022-11-18T07:20:13.697000Z,2022-11-18T07:36:46.382000Z,2022-11-18T10:18:48.008000,2022-11-18T07:36:46.745084Z,993,3092805E,101,26,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
234580,APPROVED,2022-11-18T07:20:18.733000Z,2022-11-18T07:33:11.318000Z,2022-11-18T10:18:48.105000,2022-11-18T07:33:11.659961Z,773,3092805E,246,31,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
234584,APPROVED,2022-11-18T07:20:40.907000Z,2022-11-18T07:41:16.524000Z,2022-11-18T10:18:48.203000,2022-11-18T07:41:16.943931Z,1236,3092805E,600,35,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Unemployed (and job seeking)
234586,APPROVED,2022-11-18T07:21:10.215000Z,2022-11-18T07:42:44.193000Z,2022-11-18T10:18:48.299000,2022-11-18T07:42:44.611090Z,1294,3092805E,162,33,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Part-Time
234591,APPROVED,2022-11-18T07:28:10.098000Z,2022-11-18T07:57:11.343000Z,2022-11-18T10:18:48.394000,2022-11-18T07:57:11.738808Z,1742,3092805E,397,37,Male,White,Poland,United Kingdom,Poland,English,No,Full-Time
234600,APPROVED,2022-11-18T08:30:20.042000Z,2022-11-18T08:41:20.690000Z,2022-11-18T10:18:48.489000,2022-11-18T08:41:21.159157Z,661,3092805E,127,27,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
234791,APPROVED,2022-11-18T10:27:18.311000Z,2022-11-18T10:40:12.285000Z,2022-11-19T09:18:29.409000,2022-11-18T10:40:12.704847Z,774,3092805E,56,34,Female,Black,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
234787,APPROVED,2022-11-18T10:27:14.526000Z,2022-11-18T10:40:50.988000Z,2022-11-19T09:18:29.504000,2022-11-18T10:40:51.365753Z,817,3092805E,275,30,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
234805,APPROVED,2022-11-18T10:27:58.581000Z,2022-11-18T10:40:04.472000Z,2022-11-19T09:18:29.599000,2022-11-18T10:40:04.865171Z,726,3092805E,889,26,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
234812,APPROVED,2022-11-18T10:31:02.715000Z,2022-11-18T10:46:21.824000Z,2022-11-19T09:18:29.692000,2022-11-18T10:46:22.324745Z,920,3092805E,808,29,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
234788,APPROVED,2022-11-18T10:27:15.103000Z,2022-11-18T10:39:58.016000Z,2022-11-19T09:18:29.784000,2022-11-18T10:39:58.429693Z,763,3092805E,363,35,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
NA,APPROVED,2022-11-18T10:27:27.681000Z,2022-11-18T10:41:24.823000Z,2022-11-19T09:27:39.493000Z,2022-11-18T10:41:25.180000Z,838,NOCODE,557,31,Female,Mixed,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
234800,APPROVED,2022-11-18T10:27:26.269000Z,2022-11-18T10:46:07.266000Z,2022-11-19T09:18:29.875000,2022-11-18T10:46:07.720025Z,1121,3092805E,51,25,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
234796,APPROVED,2022-11-18T10:27:20.702000Z,2022-11-18T10:41:48.053000Z,2022-11-19T09:18:29.968000,2022-11-18T10:41:48.442528Z,868,3092805E,236,24,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
234811,APPROVED,2022-11-18T10:27:19.446000Z,2022-11-18T10:44:18.960000Z,2022-11-19T09:18:30.061000,2022-11-18T10:44:19.817916Z,1020,3092805E,42,19,Male,White,United Kingdom,United Kingdom,United Kingdom,English,Yes,Full-Time
234790,APPROVED,2022-11-18T10:27:18.725000Z,2022-11-18T10:44:09.664000Z,2022-11-19T09:18:30.151000,2022-11-18T10:44:10.071838Z,1011,3092805E,19,28,Male,Asian,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
234794,APPROVED,2022-11-18T10:27:20.607000Z,2022-11-18T10:41:00.269000Z,2022-11-19T09:18:30.244000,2022-11-18T10:41:00.590879Z,820,3092805E,186,25,Female,White,United Kingdom,United Kingdom,United Kingdom,English,Yes,Unemployed (and job seeking)
234808,APPROVED,2022-11-18T10:27:18.329000Z,2022-11-18T10:40:07.960000Z,2022-11-19T09:18:30.337000,2022-11-18T10:40:08.333403Z,770,3092805E,436,33,Male,DATA_EXPIRED,Canada,United Kingdom,Canada,English,No,DATA_EXPIRED
234797,APPROVED,2022-11-18T10:27:23.253000Z,2022-11-18T10:41:14.402000Z,2022-11-19T09:18:30.427000,2022-11-18T10:41:14.727564Z,832,3092805E,200,35,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
234802,APPROVED,2022-11-18T10:27:27.625000Z,2022-11-18T10:40:57.921000Z,2022-11-19T09:18:30.519000,2022-11-18T10:40:58.296081Z,811,3092805E,19,35,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
234795,APPROVED,2022-11-18T10:27:19.699000Z,2022-11-18T10:41:00.705000Z,2022-11-19T09:18:30.611000,2022-11-18T10:41:01.197740Z,822,3092805E,98,32,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,DATA_EXPIRED
234804,APPROVED,2022-11-18T10:27:44.895000Z,2022-11-18T10:41:45.204000Z,2022-11-19T09:18:30.702000,2022-11-18T10:41:45.599672Z,841,3092805E,347,25,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
234810,APPROVED,2022-11-18T10:27:20.300000Z,2022-11-18T10:42:14.174000Z,2022-11-19T09:18:30.798000,2022-11-18T10:42:14.592140Z,894,3092805E,287,34,Female,White,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,DATA_EXPIRED
234807,APPROVED,2022-11-18T10:27:24.760000Z,2022-11-18T10:38:44.068000Z,2022-11-19T09:18:30.888000,2022-11-18T10:38:44.476904Z,680,3092805E,161,30,Male,Asian,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
234809,APPROVED,2022-11-18T10:28:26.548000Z,2022-11-18T10:41:28.910000Z,2022-11-19T09:18:30.980000,2022-11-18T10:41:29.799522Z,783,3092805E,680,36,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
234822,APPROVED,2022-11-18T10:55:21.430000Z,2022-11-18T11:07:38.732000Z,2022-11-19T09:18:31.073000,2022-11-18T11:07:39.104867Z,738,3092805E,431,26,Male,Asian,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
234825,APPROVED,2022-11-18T10:55:31.032000Z,2022-11-18T11:10:49.156000Z,2022-11-19T09:18:31.169000,2022-11-18T11:10:49.572188Z,919,3092805E,467,34,Female,White,United States,United Kingdom,United States,English,No,Unemployed (and job seeking)
234824,APPROVED,2022-11-18T10:55:29.174000Z,2022-11-18T11:07:45.316000Z,2022-11-19T09:18:31.260000,2022-11-18T11:07:45.653926Z,737,3092805E,673,32,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
234842,APPROVED,2022-11-18T10:57:31.341000Z,2022-11-18T11:11:28.942000Z,2022-11-19T09:18:31.357000,2022-11-18T11:11:29.302891Z,838,3092805E,420,21,Male,White,United Kingdom,United Kingdom,United Kingdom,English,Yes,Full-Time
234828,APPROVED,2022-11-18T10:55:33.588000Z,2022-11-18T11:08:02.815000Z,2022-11-19T09:18:31.452000,2022-11-18T11:08:03.203556Z,750,3092805E,312,29,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
234827,APPROVED,2022-11-18T10:55:34.959000Z,2022-11-18T11:07:49.944000Z,2022-11-19T09:18:31.544000,2022-11-18T11:07:50.294260Z,735,3092805E,106,31,Female,Asian,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
234831,APPROVED,2022-11-18T10:55:37.921000Z,2022-11-18T11:13:05.516000Z,2022-11-19T09:18:31.641000,2022-11-18T11:13:05.843621Z,1048,3092805E,55,21,Male,White,United Kingdom,United Kingdom,United Kingdom,English,Yes,DATA_EXPIRED
234830,APPROVED,2022-11-18T10:55:39.062000Z,2022-11-18T11:07:36.610000Z,2022-11-19T09:18:31.736000,2022-11-18T11:07:37.042021Z,718,3092805E,215,21,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Unemployed (and job seeking)
234841,APPROVED,2022-11-18T10:56:56.266000Z,2022-11-18T11:09:27.213000Z,2022-11-19T09:18:31.829000,2022-11-18T11:09:27.665070Z,751,3092805E,255,29,Female,White,United Kingdom,United Kingdom,United Kingdom,English,Yes,Part-Time
234844,APPROVED,2022-11-18T10:58:43.549000Z,2022-11-18T11:12:15.418000Z,2022-11-19T09:18:31.917000,2022-11-18T11:12:15.904870Z,812,3092805E,1355,40,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
234833,APPROVED,2022-11-18T10:55:40.622000Z,2022-11-18T11:07:07.645000Z,2022-11-19T09:18:32.015000,2022-11-18T11:07:08.100636Z,688,3092805E,159,29,Male,Black,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
234829,APPROVED,2022-11-18T10:55:37.784000Z,2022-11-18T11:23:10.811000Z,2022-11-19T09:18:32.111000,2022-11-18T11:23:12.399605Z,1654,3092805E,163,38,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
234835,APPROVED,2022-11-18T10:55:42.441000Z,2022-11-18T11:11:13.949000Z,2022-11-19T09:18:32.203000,2022-11-18T11:11:14.328607Z,932,3092805E,367,33,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
234837,APPROVED,2022-11-18T10:56:04.082000Z,2022-11-18T11:12:43.792000Z,2022-11-19T09:18:32.295000,2022-11-18T11:12:44.212305Z,1000,3092805E,117,31,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
234834,APPROVED,2022-11-18T10:55:43.490000Z,2022-11-18T11:09:24.779000Z,2022-11-19T09:18:32.388000,2022-11-18T11:09:25.217138Z,822,3092805E,815,38,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
234843,APPROVED,2022-11-18T10:55:45.248000Z,2022-11-18T11:09:33.847000Z,2022-11-19T09:18:32.481000,2022-11-18T11:09:34.511057Z,829,3092805E,724,25,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
234839,APPROVED,2022-11-18T10:56:45.891000Z,2022-11-18T11:08:08.658000Z,2022-11-19T09:18:32.579000,2022-11-18T11:08:09.079474Z,683,3092805E,175,31,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
234840,APPROVED,2022-11-18T10:56:48.585000Z,2022-11-18T11:13:02.062000Z,2022-11-19T09:18:32.672000,2022-11-18T11:13:02.534350Z,974,3092805E,123,34,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
234846,APPROVED,2022-11-18T11:02:32.954000Z,2022-11-18T11:16:00.005000Z,2022-11-19T09:18:32.764000,2022-11-18T11:16:00.343592Z,808,3092805E,615,38,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
234899,APPROVED,2022-11-18T13:00:06.899000Z,2022-11-18T13:30:35.929000Z,2022-11-19T09:18:32.857000,2022-11-18T13:30:36.351018Z,1830,3092805E,637,22,Male,White,United Kingdom,United Kingdom,United Kingdom,English,Yes,Full-Time
234878,APPROVED,2022-11-18T13:00:04.399000Z,2022-11-18T13:11:39.632000Z,2022-11-19T09:18:32.945000,2022-11-18T13:11:40.030202Z,696,3092805E,371,31,Female,Asian,United Kingdom,United Kingdom,United Kingdom,English,Yes,Other
